PS-06(03),Access Agreements | Post-employment Requirements,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,687,,3,,,,,,
PS-07,External Personnel Security,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,16, 7.0 ,688,,0,,,,,,
PS-08,Personnel Sanctions,1,,,1,1,1,1,1,1,1,,,1,1,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,16, 7.0 ,689,,0,,,,,,
PS-09,Position Descriptions,1,,,1,1,1,1,1,1,1,,,,,1,1,,1,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,11, 4.8 ,690,,0,,,,,,
PT-01,Policy and Procedures,1,,1,,,,,,,,,1,1,,1,1,,,,,,,,,1,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,6, 2.6 ,691,,3,,,,,,
PT-02,Authority to Process Personally Identifiable Information,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,692,,3,,,,,,
PT-02(01),Authority to Process Personally Identifiable Information | Data Tagging,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,693,,3,,,,,,
PT-02(02),Authority to Process Personally Identifiable Information | Automation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,694,,3,,,,,,
PT-03,Personally Identifiable Information Processing Purposes,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,695,,3,,,,,,
PT-03(01),Personally Identifiable Information Processing Purposes | Data Tagging,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,696,,3,,,,,,
PT-03(02),Personally Identifiable Information Processing Purposes | Automation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,697,,3,,,,,,
PT-04,Consent,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,698,,3,,,,,,
PT-04(01),Consent | Tailored Consent,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,699,,3,,,,,,
PT-04(02),Consent | Just-in-time Consent,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,700,,3,,,,,,
PT-04(03),Consent | Revocation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,701,,3,,,,,,
PT-05,Privacy Notice,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,702,,3,,,,,,
PT-05(01),Privacy Notice | Just-in-time Notice,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,703,,3,,,,,,
PT-05(02),Privacy Notice | Privacy Act Statements,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,704,,3,,,,,,
PT-06,System of Records Notice,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,705,,3,,,,,,
PT-06(01),System of Records Notice | Routine Uses,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,706,,3,,,,,,
PT-06(02),System of Records Notice | Exemption Rules,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,707,,3,,,,,,
PT-07,Specific Categories of Personally Identifiable Information,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,708,,3,,,,,,
PT-07(01),Specific Categories of Personally Identifiable Information | Social Security Numbers,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,709,,3,,,,,,
PT-07(02),Specific Categories of Personally Identifiable Information | First Amendment Information,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,710,,3,,,,,,
PT-08,Computer Matching Requirements,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,711,,3,,,,,,
RA-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,18, 7.8 ,712,,0,,,,,,
RA-02,Security Categorization,1,,,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,15, 6.5 ,713,,0,,,,,,
RA-02(01),Security Categorization | Impact-level Prioritization,1,,,,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,714,,3,,,,,,
RA-03,Risk Assessment,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,20, 8.7 ,715,,0,,,,,,
RA-03(01),Risk Assessment | Supply Chain Risk Assessment,1,,,1,1,1,1,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,10, 4.3 ,716,,0,,,,,,
RA-03(02),Risk Assessment | Use of All-source Intelligence,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,717,,3,,,,,,
RA-03(03),Risk Assessment | Dynamic Threat Awareness,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,718,,3,,,,,,
RA-03(04),Risk Assessment | Predictive Cyber Analytics,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,719,,3,,,,,,
RA-04,[WITHDRAWN]: Risk Assessment Update,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,720,,3,,,,,,
RA-05,Vulnerability Monitoring and Scanning,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,721,,0,,,,,,
RA-05(01),[WITHDRAWN]: Vulnerability Monitoring and Scanning | Update Tool Capability,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,722,,3,,,,,,
RA-05(02),Vulnerability Monitoring and Scanning | Update Vulnerabilities to Be Scanned,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,723,,0,,,,,,
RA-05(03),Vulnerability Monitoring and Scanning | Breadth and Depth of Coverage,1,,,,,,,1,1,,,,,1,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,5, 2.2 ,724,,2,,,,,,
RA-05(04),Vulnerability Monitoring and Scanning | Discoverable Information,1,,,,,1,,,1,,,,,,1,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,725,,2,,,,,,
RA-05(05),Vulnerability Monitoring and Scanning | Privileged Access,1,,,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,726,,2,,,,,,
RA-05(06),Vulnerability Monitoring and Scanning | Automated Trend Analyses,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,727,,3,,,,,,
RA-05(07),[WITHDRAWN]: Vulnerability Monitoring and Scanning | Automated Detection and Notification of Unauthorized Components,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,728,,3,,,,,,
RA-05(08),Vulnerability Monitoring and Scanning | Review Historic Audit Logs,1,,,,,,,,1,,,,,,,1,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,729,,3,,,,,,
RA-05(09),[WITHDRAWN]: Vulnerability Monitoring and Scanning | Penetration Testing and Analyses,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,730,,3,,,,,,
RA-05(10),Vulnerability Monitoring and Scanning | Correlate Scanning Information,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,731,,3,,,,,,
RA-05(11),Vulnerability Monitoring and Scanning | Public Disclosure Program,1,,,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,9, 3.9 ,732,,0,,,,,,
RA-06,Technical Surveillance Countermeasures Survey,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,733,,3,,,,,,
RA-07,Risk Response,1,,1,1,1,1,1,1,1,1,,,,,1,,1,1,,,,,,,1,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,13, 5.7 ,734,,0,,,,,,
RA-08,Privacy Impact Assessments,1,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,735,,3,,,,,,
RA-09,Criticality Analysis,1,,,,1,1,,1,1,,,,,,,,,1,,,,,,,1,,,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,736,,2,,,,,,
RA-10,Threat Hunting,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,737,,3,,,,,,
SA-01,Policy and Procedures,1,,1,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,,,,,1,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,18, 7.8 ,738,,0,,,,,,
SA-02,Allocation of Resources,1,,1,1,1,1,1,1,1,1,,,,1,1,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,12, 5.2 ,739,,0,,,,,,
SA-03,System Development Life Cycle,1,,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,19, 8.3 ,740,,0,,,,,,
SA-03(01),System Development Life Cycle | Manage Preproduction Environment,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,741,,3,,,,,,
SA-03(02),System Development Life Cycle | Use of Live or Operational Data,1,,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5, 2.2 ,742,,3,,,,,,
SA-03(03),System Development Life Cycle | Technology Refresh,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,743,,3,,,,,,
SA-04,Acquisition Process,1,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,1,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,20, 8.7 ,744,,0,,,,,,
SA-04(01),Acquisition Process | Functional Properties of Controls,1,,,,1,1,,1,1,,,,,1,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,745,,2,,,,,,
SA-04(02),Acquisition Process | Design and Implementation Information for Controls,1,,,,1,1,,1,1,,,,,,1,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,8, 3.5 ,746,,2,,,,,,
SA-04(03),"Acquisition Process | Development Methods, Techniques, and Practices",1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,747,,3,,,,,,
SA-04(04),[WITHDRAWN]: Supply Chain Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,748,,3,,,,,,
SA-04(05),"Acquisition Process | System, Component, and Service Configurations",1,,,,,1,,,1,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,749,,2,,,,,,
SA-04(06),Acquisition Process | Use of Information Assurance Products,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,750,,3,,,,,,
SA-04(07),Acquisition Process | NIAP-approved Protection Profiles,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,751,,3,,,,,,
SA-04(08),Acquisition Process | Continuous Monitoring Plan for Controls,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,752,,3,,,,,,
SA-04(09),"Acquisition Process | Functions, Ports, Protocols, and Services in Use",1,,,,1,1,,1,1,,,1,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,753,,2,,,,,,
SA-04(10),Acquisition Process | Use of Approved PIV Products,1,,,1,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,9, 3.9 ,754,,0,,,,,,
SA-04(11),Acquisition Process | System of Records,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,755,,3,,,,,,
SA-04(12),Acquisition Process | Data Ownership,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,756,,3,,,,,,
SA-05,System Documentation,1,,,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,,,,,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,17, 7.4 ,757,,0,,,,,,
SA-05(01),[WITHDRAWN]: Supply Chain Protection | Acquisition Strategies / Tools / Methods,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,758,,3,,,,,,
SA-05(02),[WITHDRAWN]: Supply Chain Protection | Validate as Genuine and Not Altered,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,759,,3,,,,,,
SA-05(03),"[WITHDRAWN]: Supply Chain Protection | Penetration Testing / Analysis of Elements, Processes, and Actors",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,760,,3,,,,,,
SA-05(04),[WITHDRAWN]: Supply Chain Protection | Inter-organizational Agreements,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,761,,3,,,,,,
SA-05(05),[WITHDRAWN]: Supply Chain Protection | Critical Information System Components,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,762,,3,,,,,,
SA-06,[WITHDRAWN]: Supply Chain Protection | Identity and Traceability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,763,,3,,,,,,
SA-07,[WITHDRAWN]: Supply Chain Protection | Processes to Address Weaknesses or Deficiencies,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,764,,3,,,,,,
SA-08,Security and Privacy Engineering Principles,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,19, 8.3 ,765,,0,,,,,,
SA-08(01),Security and Privacy Engineering Principles | Clear Abstractions,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,766,,3,,,,,,
SA-08(02),Security and Privacy Engineering Principles | Least Common Mechanism,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,767,,3,,,,,,
SA-08(03),Security and Privacy Engineering Principles | Modularity and Layering,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,768,,3,,,,,,
SA-08(04),Security and Privacy Engineering Principles | Partially Ordered Dependencies,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,769,,3,,,,,,
SA-08(05),Security and Privacy Engineering Principles | Efficiently Mediated Access,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,770,,3,,,,,,
SA-08(06),Security and Privacy Engineering Principles | Minimized Sharing,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,771,,3,,,,,,
SA-08(07),Security and Privacy Engineering Principles | Reduced Complexity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,772,,3,,,,,,
SA-08(08),Security and Privacy Engineering Principles | Secure Evolvability,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,773,,3,,,,,,
SA-08(09),Security and Privacy Engineering Principles | Trusted Components,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,774,,3,,,,,,
SA-08(10),Security and Privacy Engineering Principles | Hierarchical Trust,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,775,,3,,,,,,
SA-08(11),Security and Privacy Engineering Principles | Inverse Modification Threshold,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,776,,3,,,,,,
SA-08(12),Security and Privacy Engineering Principles | Hierarchical Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,777,,3,,,,,,
SA-08(13),Security and Privacy Engineering Principles | Minimized Security Elements,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,778,,3,,,,,,
SA-08(14),Security and Privacy Engineering Principles | Least Privilege,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,779,,3,,,,,,
SA-08(15),Security and Privacy Engineering Principles | Predicate Permission,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,780,,3,,,,,,
SA-08(16),Security and Privacy Engineering Principles | Self-reliant Trustworthiness,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,781,,3,,,,,,
SA-08(17),Security and Privacy Engineering Principles | Secure Distributed Composition,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,782,,3,,,,,,
SA-08(18),Security and Privacy Engineering Principles | Trusted Communications Channels,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,783,,3,,,,,,
SA-08(19),Security and Privacy Engineering Principles | Continuous Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,784,,3,,,,,,
SA-08(20),Security and Privacy Engineering Principles | Secure Metadata Management,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,785,,3,,,,,,
SA-08(21),Security and Privacy Engineering Principles | Self-analysis,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,786,,3,,,,,,
SA-08(22),Security and Privacy Engineering Principles | Accountability and Traceability,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,787,,3,,,,,,
SA-08(23),Security and Privacy Engineering Principles | Secure Defaults,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,788,,3,,,,,,
SA-08(24),Security and Privacy Engineering Principles | Secure Failure and Recovery,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,789,,3,,,,,,
SA-08(25),Security and Privacy Engineering Principles | Economic Security,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,790,,3,,,,,,
SA-08(26),Security and Privacy Engineering Principles | Performance Security,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,791,,3,,,,,,
SA-08(27),Security and Privacy Engineering Principles | Human Factored Security,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,792,,3,,,,,,
SA-08(28),Security and Privacy Engineering Principles | Acceptable Security,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,793,,3,,,,,,
SA-08(29),Security and Privacy Engineering Principles | Repeatable and Documented Procedures,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,794,,3,,,,,,
SA-08(30),Security and Privacy Engineering Principles | Procedural Rigor,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,795,,3,,,,,,
SA-08(31),Security and Privacy Engineering Principles | Secure System Modification,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,796,,3,,,,,,
SA-08(32),Security and Privacy Engineering Principles | Sufficient Documentation,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,797,,3,,,,,,
